,input,input,input,output
116,32.7898788452148,131.684936523437,0,0.002881213
117,19.1801223754882,80.0865631103515,0,0.003481296
118,93.8879928588867,126.663696289062,0,
119,134.247238159179,23.5220203399658,0,0.002726579
120,76.7969207763671,101.196495056152,0,0.002799481
121,70.8340759277343,62.638069152832,0,0.002489597
122,144.272415161132,140.205780029296,90,0.02672154
123,87.6712188720703,41.1992797851562,90,0.02158538
124,29.4591789245605,87.4253997802734,90,0.03865154
125,43.0769004821777,30.5665321350097,90,0.03221091
126,98.361083984375,108.316421508789,90,0.02920438
127,123.485816955566,71.5667190551757,90,0.01975779
128,50.9282112121582,118.097045898437,0,0.002966745
129,51.0771026611328,45.6991119384765,0,0.002825719
130,122.86506652832,93.1762161254882,90,0.02247476
131,99.2399520874023,55.449234008789,90,0.02064637
132,42.6783218383789,134.206909179687,0,0.002995861
133,30.0801925659179,77.7716064453125,0,0.00318758
134,87.5225601196289,125.064628601074,90,0.03445039
135,144.671264648437,25.0827465057373,0,0.002713997
136,69.9554443359375,103.534301757812,0,0.002846238
137,76.1798858642578,63.9700927734375,0,0.002472644
138,134.383972167968,142.772537231445,90,0.03081687
139,93.4931335449218,38.6554946899414,90,0.02121215
140,20.0468406677246,86.0553970336914,90,0.04576621
141,32.6528739929199,32.2026748657226,90,0.03800762
142,105.202560424804,110.578811645507,90,0.02823417
143,112.585746765136,69.2049560546875,0,0.002635543
144,57.293643951416,116.544784545898,90,0.03785493
145,62.2932891845703,73.6835021972656,0,0.002833612
146,119.743606567382,119.878845214843,90,0.0264863
147,112.3921585083,28.6855487823486,0,0.002474831
148,37.6842575073242,106.283561706542,0,0.002975213
149,18.8575210571289,42.9508018493652,0,0.003234722
150,90.6534347534179,89.5724563598632,90,0.02569248
151,131.512542724609,60.6359710693359,90,0.01839319
152,74.9588317871093,138.294052124023,90,0.0389494
153,64.926040649414,21.6419811248779,0,0.002235907
154,137.483673095703,99.1626739501953,90,0.02203214
155,80.36669921875,82.2043075561523,0,0.00273592
156,25.0825233459472,128.444549560546,0,0.002772881
157,43.9013519287109,52.0693702697753,0,0.002920417
158,102.113388061523,129.774139404296,0,0.002519139
159,125.706764221191,50.0706748962402,90,0.01812041
160,52.2683982849121,96.6170425415039,0,0.00295195
161,53.9386024475097,59.0407447814941,90,0.02755055
162,128.654418945312,136.470916748046,0,0.00250225
163,103.497932434082,45.2928733825683,90,0.0203701
164,46.055564880371,91.6255493164062,90,0.03468479
165,26.2131729125976,26.358751296997,90,0.04456001
166,82.7748031616211,104.215194702148,0,0.002752867
167,139.407760620117,75.2939682006836,0,0.002777997
168,67.6197967529296,121.686744689941,0,0.002922344
169,73.8361206054687,36.2846603393554,0,0.002366532
170,129.128234863281,82.5706787109375,0,0.002570772
171,88.7372589111328,65.5970611572265,0,0.002438256
172,16.1875705718994,143.102493286132,90,0.04891805
173,36.0219955444335,68.661376953125,0,0.003057562
174,109.468292236328,115.131439208984,0,0.002559101
175,118.366981506347,35.4127235412597,90,0.0189891
176,60.1628875732421,113.224304199218,0,0.002924154
177,58.9400978088378,31.0563735961914,0,0.002370315
178,115.49380493164,109.768257141113,90,0.02709976
179,106.626853942871,72.0565490722656,90,0.02241045
180,34.830940246582,119.548904418945,0,0.002898809
181,21.2172203063964,61.1795387268066,0,0.003067981
182,95.9251174926757,139.707382202148,0,0.002444023
183,136.284347534179,39.7407608032226,90,0.01773845
184,78.8340301513671,86.9269790649414,0,0.002742932
185,68.8088607788086,78.61279296875,0,0.00279574
186,142.24722290039,126.180534362792,0,0.00244055
187,85.646011352539,22.0482292175292,0,0.002304281
188,27.4339752197265,100.713348388671,90,0.04016233
189,41.0556640625,48.7946624755859,0,0.002942854
190,96.33984375,95.9361343383789,0,0.002641025
191,121.46459197998,54.5470123291015,0,0.002361903
192,48.9069595336914,133.152038574218,0,0.003043166
193,47.7793426513671,76.5198364257812,90,0.03059459
194,122.622245788574,122.89859008789,90,
195,97.4656066894531,27.7982864379882,0,0.002418173
196,39.8964004516601,105.213371276855,0,0.002978127
197,28.3099555969238,44.0209274291992,90,0.04198858
198,84.7445220947265,90.4597854614257,90,0.02626863
199,141.377563476562,57.6162948608398,90,0.01831763
200,69.7164306640625,135.457656860351,0,
